movie_title,title_year,director_name,genres,duration,budget,gross,language,country,content_rating,color,movie_imdb_link,num_user_for_reviews,imdb_score
My Bloody Valentine ,2009,Patrick Lussier,Horror|Thriller,101,15000000,51527787,English,USA,R,Color,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,268,5.5
A Perfect Getaway ,2009,David Twohy,Adventure|Mystery|Thriller,108,14000000,15483540,English,USA,R,Color,http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1,215,6.5
Chloe ,2009,Atom Egoyan,Drama|Mystery|Romance|Thriller,96,11000000,3074838,English,USA,R,Color,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,166,6.3
I Love You Phillip Morris ,2009,Glenn Ficarra,Biography|Comedy|Crime|Drama|Romance,102,13000000,2035566,English,France,R,Color,http://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1,162,6.6
Sorority Row ,2009,Stewart Hendler,Horror|Mystery,101,16000000,11956207,English,USA,R,Color,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,126,5.1
Solitary Man ,2009,Brian Koppelman,Comedy|Drama|Romance,90,15000000,4360548,English,USA,R,Color,http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1,60,6.4
The Perfect Game ,2009,William Dear,Comedy|Drama|Family|Sport,118,12500000,1089445,English,Canada,PG, Black and White,http://www.imdb.com/title/tt0473102/?ref_=fn_tt_tt_1,33,7
Ondine ,2009,Neil Jordan,Drama|Mystery|Romance,111,12000000,548934,English,Ireland,PG-13,Color,http://www.imdb.com/title/tt1235796/?ref_=fn_tt_tt_1,57,6.8
City of Life and Death ,2009,Chuan Lu,Drama|History|War,132,12000000,119922,Mandarin,China,R, Black and White,http://www.imdb.com/title/tt1124052/?ref_=fn_tt_tt_1,62,7.7
Saw VI ,2009,Kevin Greutert,Horror|Mystery,92,11000000,27669413,English,Canada,R,Color,http://www.imdb.com/title/tt1233227/?ref_=fn_tt_tt_1,194,6
The Fourth Kind ,2009,Olatunde Osunsanmi,Mystery|Sci-Fi|Thriller,98,10000000,25464480,English,USA,PG-13,Color,http://www.imdb.com/title/tt1220198/?ref_=fn_tt_tt_1,330,5.9
I Am Love ,2009,Luca Guadagnino,Drama|Romance,120,10000000,5004648,Italian,Italy,R,Color,http://www.imdb.com/title/tt1226236/?ref_=fn_tt_tt_1,114,7
The Joneses ,2009,Derrick Borte,Comedy|Drama,96,5000000,1474508,English,USA,R,Color,http://www.imdb.com/title/tt1285309/?ref_=fn_tt_tt_1,88,6.5
The Open Road ,2009,Michael Meredith,Comedy|Drama,91,10000000,19348,English,USA,PG-13,Color,http://www.imdb.com/title/tt1007018/?ref_=fn_tt_tt_1,11,5.5
The Good Guy ,2009,Julio DePietro,Comedy|Romance,90,8000000,100503,English,USA,R,Color,http://www.imdb.com/title/tt1247662/?ref_=fn_tt_tt_1,20,5.9
Motherhood ,2009,Katherine Dieckmann,Comedy|Drama,90,5000000,92900,English,USA,PG-13,Color,http://www.imdb.com/title/tt1220220/?ref_=fn_tt_tt_1,23,4.7
Princess Kaiulani ,2009,Marc Forby,Drama,97,9000000,883887,English,USA,PG,Color,http://www.imdb.com/title/tt1185344/?ref_=fn_tt_tt_1,14,6.2
Crazy Heart ,2009,Scott Cooper,Drama|Music|Romance,112,7000000,39462438,English,USA,R,Color,http://www.imdb.com/title/tt1263670/?ref_=fn_tt_tt_1,226,7.3
Bright Star ,2009,Jane Campion,Biography|Drama|Romance,119,8500000,4440055,English,UK,PG,Color,http://www.imdb.com/title/tt0810784/?ref_=fn_tt_tt_1,110,7
New in Town ,2009,Jonas Elmer,Comedy|Romance,97,8000000,16699684,English,USA,PG,Color,http://www.imdb.com/title/tt1095174/?ref_=fn_tt_tt_1,78,5.6
The Boondock Saints II: All Saints Day ,2009,Troy Duffy,Action|Crime|Thriller,138,8000000,10269307,English,USA,R,Color,http://www.imdb.com/title/tt1300851/?ref_=fn_tt_tt_1,188,6.3
The Secret of Kells ,2009,Tomm Moore,Adventure|Animation|Family|Fantasy,75,6500000,686383,English,France,Not Rated,Color,http://www.imdb.com/title/tt0485601/?ref_=fn_tt_tt_1,71,7.7
An Education ,2009,Lone Scherfig,Drama,100,4500000,12574715,English,UK,PG-13,Color,http://www.imdb.com/title/tt1174732/?ref_=fn_tt_tt_1,237,7.3
Extract ,2009,Mike Judge,Comedy|Crime|Romance,92,8000000,10814185,English,USA,R,Color,http://www.imdb.com/title/tt1225822/?ref_=fn_tt_tt_1,106,6.2
Harry Brown ,2009,Daniel Barber,Action|Crime|Drama|Thriller,97,7300000,1818681,English,UK,R,Color,http://www.imdb.com/title/tt1289406/?ref_=fn_tt_tt_1,224,7.2
500 Days of Summer ,2009,Marc Webb,Comedy|Drama|Romance,95,7500000,32391374,English,USA,PG-13,Color,http://www.imdb.com/title/tt1022603/?ref_=fn_tt_tt_1,494,7.7
A Serious Man ,2009,Ethan Coen,Comedy|Drama,106,7000000,9190525,English,USA,R,Color,http://www.imdb.com/title/tt1019452/?ref_=fn_tt_tt_1,324,7
Get Low ,2009,Aaron Schneider,Drama|Mystery,100,7500000,9176553,English,USA,PG-13,Color,http://www.imdb.com/title/tt1194263/?ref_=fn_tt_tt_1,97,7.1
A Single Man ,2009,Tom Ford,Drama|Romance,99,7000000,9166863,English,USA,R,Color,http://www.imdb.com/title/tt1315981/?ref_=fn_tt_tt_1,247,7.6
The Mighty Macs ,2009,Tim Chambers,Drama|Sport,99,7000000,1889522,English,USA,G,Color,http://www.imdb.com/title/tt1034324/?ref_=fn_tt_tt_1,12,6.5
Mother and Child ,2009,Rodrigo García,Drama|Romance,125,4825000,1110286,English,USA,R,Color,http://www.imdb.com/title/tt1121977/?ref_=fn_tt_tt_1,65,7.2
Bran Nue Dae ,2009,Rachel Perkins,Comedy|Drama|Musical,88,6500000,110029,English,Australia,PG-13,Color,http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1,31,6.3
The Messenger ,2009,Oren Moverman,Drama|Romance|War,105,6500000,66637,English,USA,R,Color,http://www.imdb.com/title/tt0790712/?ref_=fn_tt_tt_1,92,7.2
The Damned United ,2009,Tom Hooper,Biography|Drama|Sport,98,10000000,449558,English,UK,R,Color,http://www.imdb.com/title/tt1226271/?ref_=fn_tt_tt_1,75,7.6
City Island ,2009,Raymond De Felitta,Comedy|Drama,104,6000000,6670712,English,USA,PG-13,Color,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1,101,7.4
Miss March ,2009,Zach Cregger,Comedy|Romance,90,6000000,4542775,English,USA,R,Color,http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1,73,5.1
The Greatest ,2009,Shana Feste,Drama|Romance,96,6000000,115862,English,USA,R,Color,http://www.imdb.com/title/tt1226232/?ref_=fn_tt_tt_1,50,6.7
[Rec] 2 ,2009,Jaume Balagueró,Horror,85,5600000,27024,Spanish,Spain,R,Color,http://www.imdb.com/title/tt1245112/?ref_=fn_tt_tt_1,148,6.6
Not Easily Broken ,2009,Bill Duke,Drama|Romance,99,8000000,10572742,English,USA,PG-13,Color,http://www.imdb.com/title/tt0795438/?ref_=fn_tt_tt_1,21,6.1
Moon ,2009,Duncan Jones,Drama|Mystery|Sci-Fi,97,5000000,5009677,English,UK,R,Color,http://www.imdb.com/title/tt1182345/?ref_=fn_tt_tt_1,485,7.9
After.Life ,2009,Agnieszka Wojtowicz-Vosloo,Drama|Horror|Mystery|Thriller,104,4500000,108229,English,USA,R,Color,http://www.imdb.com/title/tt0838247/?ref_=fn_tt_tt_1,137,5.9
Survival of the Dead ,2009,George A. Romero,Horror,90,4000000,101055,English,USA,R,Color,http://www.imdb.com/title/tt1134854/?ref_=fn_tt_tt_1,159,5
Defendor ,2009,Peter Stebbings,Comedy|Crime|Drama,95,3500000,37606,English,Canada,R,Color,http://www.imdb.com/title/tt1303828/?ref_=fn_tt_tt_1,90,6.8
The Good Heart ,2009,Dagur Kári,Drama,99,3800000,19959,English,Iceland,R,Color,http://www.imdb.com/title/tt0808285/?ref_=fn_tt_tt_1,14,6.9
The Secret in Their Eyes ,2009,Juan José Campanella,Drama|Mystery|Thriller,129,2000000,20167424,Spanish,Argentina,R,Color,http://www.imdb.com/title/tt1305806/?ref_=fn_tt_tt_1,231,8.2
Next Day Air ,2009,Benny Boom,Action|Comedy|Crime,84,3000000,10017041,English,USA,R,Color,http://www.imdb.com/title/tt1097013/?ref_=fn_tt_tt_1,20,5.9
Chain Letter ,2009,Deon Taylor,Horror|Thriller,88,5000000,143000,English,USA,R,Color,http://www.imdb.com/title/tt1148200/?ref_=fn_tt_tt_1,48,4.1
Tanner Hall ,2009,Francesca Gregorini,Drama,96,3000000,5005,English,USA,R,Color,http://www.imdb.com/title/tt1151410/?ref_=fn_tt_tt_1,14,5.9
Saint John of Las Vegas ,2009,Hue Rhodes,Comedy|Drama,85,3800000,100669,English,USA,R,Color,http://www.imdb.com/title/tt1276105/?ref_=fn_tt_tt_1,11,5.8
The House of the Devil ,2009,Ti West,Horror,95,900000,100659,English,USA,R,Color,http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1,193,6.4
Dead Snow ,2009,Tommy Wirkola,Comedy|Horror,91,800000,41709,Norwegian,Norway,Not Rated,Color,http://www.imdb.com/title/tt1278340/?ref_=fn_tt_tt_1,200,6.4
To Save a Life ,2009,Brian Baugh,Drama,120,1000000,3773863,English,USA,PG-13,Color,http://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,55,7.1
The Horse Boy ,2009,Michel Orion Scott,Documentary,93,160000,155984,English,USA,Unrated,Color,http://www.imdb.com/title/tt1333668/?ref_=fn_tt_tt_1,9,7.4
Tangled ,2010,Nathan Greno,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,100,260000000,200807262,English,USA,PG,Color,http://www.imdb.com/title/tt0398286/?ref_=fn_tt_tt_1,387,7.8
Robin Hood ,2010,Ridley Scott,Action|Adventure|Drama|History,156,200000000,105219735,English,USA,PG-13,Color,http://www.imdb.com/title/tt0955308/?ref_=fn_tt_tt_1,546,6.7
Alice in Wonderland ,2010,Tim Burton,Adventure|Family|Fantasy,108,200000000,334185206,English,USA,PG,Color,http://www.imdb.com/title/tt1014759/?ref_=fn_tt_tt_1,736,6.5
TRON: Legacy ,2010,Joseph Kosinski,Action|Adventure|Sci-Fi,125,170000000,172051787,English,USA,PG,Color,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,665,6.8
Toy Story 3 ,2010,Lee Unkrich,Adventure|Animation|Comedy|Family|Fantasy,103,200000000,414984497,English,USA,G,Color,http://www.imdb.com/title/tt0435761/?ref_=fn_tt_tt_1,733,8.3
Prince of Persia: The Sands of Time ,2010,Mike Newell,Action|Adventure|Fantasy|Romance,116,200000000,90755643,English,USA,PG-13,Color,http://www.imdb.com/title/tt0473075/?ref_=fn_tt_tt_1,453,6.6
Iron Man 2 ,2010,Jon Favreau,Action|Adventure|Sci-Fi,124,200000000,312057433,English,USA,PG-13,Color,http://www.imdb.com/title/tt1228705/?ref_=fn_tt_tt_1,723,7
Shrek Forever After ,2010,Mike Mitchell,Adventure|Animation|Comedy|Family|Fantasy,93,165000000,238371987,English,USA,PG,Color,http://www.imdb.com/title/tt0892791/?ref_=fn_tt_tt_1,173,6.4
How to Train Your Dragon ,2010,Dean DeBlois,Adventure|Animation|Family|Fantasy,98,165000000,217387997,English,USA,PG,Color,http://www.imdb.com/title/tt0892769/?ref_=fn_tt_tt_1,492,8.2
Inception ,2010,Christopher Nolan,Action|Adventure|Sci-Fi|Thriller,148,160000000,292568851,English,USA,PG-13,Color,http://www.imdb.com/title/tt1375666/?ref_=fn_tt_tt_1,2803,8.8
The Sorcerer's Apprentice ,2010,Jon Turteltaub,Action|Adventure|Family|Fantasy,109,150000000,63143812,English,USA,PG,Color,http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1,238,6.1
The Chronicles of Narnia: The Voyage of the Dawn Treader ,2010,Michael Apted,Adventure|Family|Fantasy,113,155000000,104383624,English,USA,PG,Color,http://www.imdb.com/title/tt0980970/?ref_=fn_tt_tt_1,227,6.3
The Wolfman ,2010,Joe Johnston,Drama|Fantasy|Horror|Thriller,119,150000000,61937495,English,USA,R,Color,http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,432,5.8
The Last Airbender ,2010,M. Night Shyamalan,Action|Adventure|Family|Fantasy,103,150000000,131564731,English,USA,PG,Color,http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1,1382,4.2
Salt ,2010,Phillip Noyce,Action|Crime|Mystery|Thriller,101,110000000,118311368,English,USA,PG-13,Color,http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1,514,6.4
Megamind ,2010,Tom McGrath,Action|Animation|Comedy|Family|Sci-Fi,95,130000000,148337537,English,USA,PG,Color,http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1,187,7.3
Clash of the Titans ,2010,Louis Leterrier,Action|Adventure|Fantasy,106,125000000,163192114,English,USA,PG-13,Color,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,637,5.8
How Do You Know ,2010,James L. Brooks,Comedy|Drama|Romance,121,120000000,30212620,English,USA,PG-13,Color,http://www.imdb.com/title/tt1341188/?ref_=fn_tt_tt_1,196,5.3
Knight and Day ,2010,James Mangold,Action|Comedy|Romance,117,117000000,76418654,English,USA,PG-13,Color,http://www.imdb.com/title/tt1013743/?ref_=fn_tt_tt_1,348,6.3
Gulliver's Travels ,2010,Rob Letterman,Adventure|Comedy|Family|Fantasy,85,112000000,42776259,English,USA,PG,Color,http://www.imdb.com/title/tt1320261/?ref_=fn_tt_tt_1,121,4.9
Little Fockers ,2010,Paul Weitz,Comedy|Romance,98,100000000,148383780,English,USA,PG-13,Color,http://www.imdb.com/title/tt0970866/?ref_=fn_tt_tt_1,152,5.5
The Other Guys ,2010,Adam McKay,Action|Comedy|Crime,116,100000000,119219978,English,USA,PG-13,Color,http://www.imdb.com/title/tt1386588/?ref_=fn_tt_tt_1,316,6.7
The Tourist ,2010,Florian Henckel von Donnersmarck,Action|Romance|Thriller,103,100000000,67631157,English,USA,PG-13,Color,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,374,6
Legend of the Guardians: The Owls of Ga'Hoole ,2010,Zack Snyder,Action|Adventure|Animation|Family|Fantasy,101,80000000,55673333,English,USA,PG,Color,http://www.imdb.com/title/tt1219342/?ref_=fn_tt_tt_1,160,7
Green Zone ,2010,Paul Greengrass,Action|Drama|Thriller|War,115,100000000,35024475,English,France,R,Color,http://www.imdb.com/title/tt0947810/?ref_=fn_tt_tt_1,261,6.9
Sex and the City 2 ,2010,Michael Patrick King,Comedy|Drama|Romance,146,100000000,95328937,English,USA,R,Color,http://www.imdb.com/title/tt1261945/?ref_=fn_tt_tt_1,293,4.3
Percy Jackson & the Olympians: The Lightning Thief ,2010,Chris Columbus,Adventure|Family|Fantasy,118,95000000,88761720,English,UK,PG,Color,http://www.imdb.com/title/tt0814255/?ref_=fn_tt_tt_1,419,5.9
Unstoppable ,2010,Tony Scott,Action|Thriller,98,100000000,81557479,English,USA,PG-13,Color,http://www.imdb.com/title/tt0477080/?ref_=fn_tt_tt_1,326,6.8
The Nutcracker in 3D ,2010,Andrey Konchalovskiy,Action|Family|Fantasy|Musical,110,90000000,190562,English,UK,PG,Color,http://www.imdb.com/title/tt1041804/?ref_=fn_tt_tt_1,24,4.4
Scott Pilgrim vs. the World ,2010,Edgar Wright,Action|Comedy|Fantasy|Romance,112,60000000,31494270,English,USA,PG-13,Color,http://www.imdb.com/title/tt0446029/?ref_=fn_tt_tt_1,522,7.5
Cats & Dogs: The Revenge of Kitty Galore ,2010,Brad Peyton,Action|Comedy|Family|Fantasy,82,85000000,43575716,English,USA,PG,Color,http://www.imdb.com/title/tt1287468/?ref_=fn_tt_tt_1,63,4.3
The Expendables ,2010,Sylvester Stallone,Action|Adventure|Thriller,113,80000000,102981571,English,USA,R,Color,http://www.imdb.com/title/tt1320253/?ref_=fn_tt_tt_1,741,6.5
Shutter Island ,2010,Martin Scorsese,Mystery|Thriller,138,80000000,127968405,English,USA,R,Color,http://www.imdb.com/title/tt1130884/?ref_=fn_tt_tt_1,964,8.1
The Book of Eli ,2010,Albert Hughes,Action|Adventure|Drama|Thriller,118,80000000,94822707,English,USA,R,Color,http://www.imdb.com/title/tt1037705/?ref_=fn_tt_tt_1,560,6.9
Yogi Bear ,2010,Eric Brevig,Adventure|Animation|Comedy|Family,80,80000000,100169068,English,USA,PG,Color,http://www.imdb.com/title/tt1302067/?ref_=fn_tt_tt_1,100,4.6
Grown Ups ,2010,Dennis Dugan,Comedy,102,80000000,162001186,English,USA,PG-13,Color,http://www.imdb.com/title/tt1375670/?ref_=fn_tt_tt_1,311,6
Killers ,2010,Robert Luketic,Action|Comedy|Romance|Thriller,100,75000000,47000485,English,USA,PG-13,Color,http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1,120,5.4
Wall Street: Money Never Sleeps ,2010,Oliver Stone,Drama,136,70000000,52474616,English,USA,PG-13,Color,http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1,245,6.3
The Twilight Saga: Eclipse ,2010,David Slade,Adventure|Drama|Fantasy|Romance,124,68000000,300523113,English,USA,PG-13,Color,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,498,4.9
Despicable Me ,2010,Pierre Coffin,Animation|Comedy|Family,87,69000000,251501645,English,USA,PG,Color,http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1,296,7.7
Due Date ,2010,Todd Phillips,Comedy|Drama,95,65000000,100448498,English,USA,R,Color,http://www.imdb.com/title/tt1231583/?ref_=fn_tt_tt_1,285,6.6
Eat Pray Love ,2010,Ryan Murphy,Drama|Romance,140,60000000,80574010,English,USA,PG-13,Color,http://www.imdb.com/title/tt0879870/?ref_=fn_tt_tt_1,302,5.7
RED ,2010,Robert Schwentke,Action|Comedy|Crime|Thriller,111,58000000,90356857,English,USA,PG-13,Color,http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1,328,7.1
Edge of Darkness ,2010,Martin Campbell,Crime|Drama|Mystery|Thriller,117,80000000,43290977,English,UK,R,Color,http://www.imdb.com/title/tt1226273/?ref_=fn_tt_tt_1,256,6.6
Resident Evil: Afterlife ,2010,Paul W.S. Anderson,Action|Adventure|Horror|Sci-Fi,97,60000000,60128566,English,Germany,R,Color,http://www.imdb.com/title/tt1220634/?ref_=fn_tt_tt_1,410,5.9
Date Night ,2010,Shawn Levy,Comedy|Crime|Romance|Thriller,101,55000000,98711404,English,USA,PG-13,Color,http://www.imdb.com/title/tt1279935/?ref_=fn_tt_tt_1,207,6.3
Burlesque ,2010,Steve Antin,Drama|Music|Musical|Romance,119,55000000,39440655,English,USA,PG-13,Color,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1,222,6.4
Valentine's Day ,2010,Garry Marshall,Comedy|Romance,125,52000000,110476776,English,USA,PG-13,Color,http://www.imdb.com/title/tt0817230/?ref_=fn_tt_tt_1,211,5.7
From Paris with Love ,2010,Pierre Morel,Action|Thriller,92,52000000,23324666,English,France,R,Color,http://www.imdb.com/title/tt1179034/?ref_=fn_tt_tt_1,211,6.5
Marmaduke ,2010,Tom Dey,Comedy|Family,87,50000000,33643461,English,USA,PG,Color,http://www.imdb.com/title/tt1392197/?ref_=fn_tt_tt_1,65,4.2
Hereafter ,2010,Clint Eastwood,Drama|Fantasy,129,50000000,32741596,English,USA,PG-13,Color,http://www.imdb.com/title/tt1212419/?ref_=fn_tt_tt_1,323,6.5
Fair Game ,2010,Doug Liman,Biography|Drama|Thriller,108,22000000,9528092,English,USA,PG-13,Color,http://www.imdb.com/title/tt0977855/?ref_=fn_tt_tt_1,127,6.8
Jonah Hex ,2010,Jimmy Hayward,Action|Drama|Fantasy|Thriller|Western,81,47000000,10539414,English,USA,PG-13,Color,http://www.imdb.com/title/tt1075747/?ref_=fn_tt_tt_1,176,4.7
The Ghost Writer ,2010,Roman Polanski,Mystery|Thriller,128,45000000,15523168,English,France,PG-13,Color,http://www.imdb.com/title/tt1139328/?ref_=fn_tt_tt_1,349,7.2
The Bounty Hunter ,2010,Andy Tennant,Action|Comedy|Romance,110,40000000,67061228,English,USA,PG-13,Color,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1,135,5.5
Charlie St. Cloud ,2010,Burr Steers,Drama|Fantasy|Romance,99,44000000,31136950,English,USA,PG-13,Color,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1,75,6.5
The Warrior's Way ,2010,Sngmoo Lee,Action|Fantasy|Western,100,45000000,5664251,English,New Zealand,R,Color,http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1,102,6.3
The Social Network ,2010,David Fincher,Biography|Drama,120,40000000,96917897,English,USA,PG-13,Color,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,696,7.7
Predators ,2010,Nimród Antal,Action|Adventure|Sci-Fi|Thriller,107,40000000,52000688,English,USA,R,Color,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,619,6.4
Morning Glory ,2010,Roger Michell,Comedy|Drama|Romance,107,40000000,30993544,English,USA,PG-13,Color,http://www.imdb.com/title/tt1126618/?ref_=fn_tt_tt_1,156,6.5
The Town ,2010,Ben Affleck,Crime|Drama|Thriller,150,37000000,92173235,English,USA,R,Color,http://www.imdb.com/title/tt0840361/?ref_=fn_tt_tt_1,420,7.6
Cop Out ,2010,Kevin Smith,Action|Comedy|Crime,107,37000000,44867349,English,USA,R,Color,http://www.imdb.com/title/tt1385867/?ref_=fn_tt_tt_1,176,5.6
Hot Tub Time Machine ,2010,Steve Pink,Comedy|Sci-Fi,101,36000000,50213619,English,USA,R,Color,http://www.imdb.com/title/tt1231587/?ref_=fn_tt_tt_1,243,6.4
True Grit ,2010,Ethan Coen,Adventure|Drama|Western,110,38000000,171031347,English,USA,PG-13,Color,http://www.imdb.com/title/tt1403865/?ref_=fn_tt_tt_1,724,7.7
Secretariat ,2010,Randall Wallace,Biography|Drama|Family|History|Sport,123,35000000,59699513,English,USA,PG,Color,http://www.imdb.com/title/tt1028576/?ref_=fn_tt_tt_1,136,7.2
The Back-up Plan ,2010,Alan Poul,Comedy|Romance,104,35000000,37481242,English,USA,PG-13,Color,http://www.imdb.com/title/tt1212436/?ref_=fn_tt_tt_1,97,5.3
Nanny McPhee Returns ,2010,Susanna White,Comedy|Family|Fantasy,109,35000000,28995450,English,UK,PG,Color,http://www.imdb.com/title/tt1415283/?ref_=fn_tt_tt_1,59,6.1
Furry Vengeance ,2010,Roger Kumble,Comedy|Family,92,35000000,17596256,English,USA,PG,Color,http://www.imdb.com/title/tt0492389/?ref_=fn_tt_tt_1,84,3.8
Takers ,2010,John Luessenhop,Action|Crime|Thriller,107,20000000,57744720,English,USA,PG-13,Color,http://www.imdb.com/title/tt1135084/?ref_=fn_tt_tt_1,132,6.2
Repo Men ,2010,Miguel Sapochnik,Action|Crime|Sci-Fi|Thriller,119,32000000,13763130,English,USA,R,Color,http://www.imdb.com/title/tt1053424/?ref_=fn_tt_tt_1,187,6.3
Going the Distance ,2010,Nanette Burstein,Comedy|Romance,102,32000000,17797316,English,USA,R,Color,http://www.imdb.com/title/tt1322312/?ref_=fn_tt_tt_1,113,6.3
Extraordinary Measures ,2010,Tom Vaughan,Drama,106,31000000,11854694,English,USA,PG,Color,http://www.imdb.com/title/tt1244659/?ref_=fn_tt_tt_1,64,6.5
Letters to Juliet ,2010,Gary Winick,Comedy|Drama|Romance,105,30000000,53021560,English,USA,PG,Color,http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,156,6.5
Step Up 3D ,2010,Jon M. Chu,Drama|Music|Romance,107,30000000,42385520,English,USA,PG-13,Color,http://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1,86,6.2
The Next Three Days ,2010,Paul Haggis,Crime|Drama|Romance|Thriller,133,35000000,21129348,English,USA,PG-13,Color,http://www.imdb.com/title/tt1458175/?ref_=fn_tt_tt_1,237,7.4
Love & Other Drugs ,2010,Edward Zwick,Comedy|Drama|Romance,112,30000000,32357532,English,USA,R,Color,http://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1,215,6.7
Kick-Ass ,2010,Matthew Vaughn,Action|Comedy,117,30000000,48043505,English,UK,R,Color,http://www.imdb.com/title/tt1250777/?ref_=fn_tt_tt_1,801,7.7
The Spy Next Door ,2010,Brian Levant,Action|Comedy|Family,94,28000000,24268828,English,USA,PG,Color,http://www.imdb.com/title/tt1273678/?ref_=fn_tt_tt_1,71,5.4
Legion ,2010,Scott Stewart,Action|Fantasy|Horror,100,26000000,40168080,English,USA,R,Color,http://www.imdb.com/title/tt1038686/?ref_=fn_tt_tt_1,315,5.2
The Losers ,2010,Sylvain White,Action|Crime|Drama|Mystery|Thriller,97,25000000,23527955,English,USA,PG-13,Color,http://www.imdb.com/title/tt0480255/?ref_=fn_tt_tt_1,165,6.4
Don't Be Afraid of the Dark ,2010,Troy Nixey,Fantasy|Horror|Thriller,99,25000000,24042490,English,USA,R,Color,http://www.imdb.com/title/tt1270761/?ref_=fn_tt_tt_1,250,5.6
My Soul to Take ,2010,Wes Craven,Horror|Mystery|Thriller,107,25000000,14637490,English,USA,R,Color,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,136,4.8
The Conspirator ,2010,Robert Redford,Crime|Drama|History,122,25000000,11538204,English,USA,PG-13,Color,http://www.imdb.com/title/tt0968264/?ref_=fn_tt_tt_1,135,7
Little White Lies ,2010,Guillaume Canet,Comedy|Drama,134,25000000,183662,French,France,Not Rated,Color,http://www.imdb.com/title/tt1440232/?ref_=fn_tt_tt_1,48,7.1
Love Ranch ,2010,Taylor Hackford,Comedy|Drama|Romance|Sport,117,25000000,134904,English,USA,R,Color,http://www.imdb.com/title/tt1125929/?ref_=fn_tt_tt_1,17,5.7
Piranha 3D ,2010,Alexandre Aja,Comedy|Horror,88,24000000,25003072,English,USA,R,Color,http://www.imdb.com/title/tt0464154/?ref_=fn_tt_tt_1,374,5.5
Faster ,2010,George Tillman Jr.,Action|Crime|Drama|Thriller,98,24000000,23225911,English,USA,R,Color,http://www.imdb.com/title/tt1433108/?ref_=fn_tt_tt_1,157,6.5
Stone ,2010,John Curran,Drama|Thriller,105,22000000,1796024,English,USA,R,Color,http://www.imdb.com/title/tt1423995/?ref_=fn_tt_tt_1,135,5.4
Jackass 3D ,2010,Jeff Tremaine,Action|Comedy|Documentary,101,20000000,117224271,English,USA,R,Color,http://www.imdb.com/title/tt1116184/?ref_=fn_tt_tt_1,81,7.1
The Last Song ,2010,Julie Anne Robinson,Drama|Family|Music|Romance,107,20000000,62933793,English,USA,PG,Color,http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1,185,5.8
Why Did I Get Married Too? ,2010,Tyler Perry,Comedy|Drama|Romance,121,20000000,60072596,English,USA,PG-13,Color,http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1,68,4.4
The American ,2010,Anton Corbijn,Crime|Drama|Thriller,105,20000000,35596227,English,USA,R,Color,http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1,463,6.3
Vampires Suck ,2010,Jason Friedberg,Comedy,82,20000000,36658108,English,USA,PG-13,Color,http://www.imdb.com/title/tt1666186/?ref_=fn_tt_tt_1,187,3.5
The Debt ,2010,John Madden,Drama|Thriller,113,20000000,31146570,English,USA,R,Color,http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1,165,6.9
